Date,trial,condition,Jump,toad,avg_dElbExt,ElbExt_td,time_ElbExt_to,time_ElbExt_td,avg_dhLER_to,max_dhLER_to,dhLER_to,t_HLflexes,avg_belt_vel,takeoff_vel,jump_dist,Plant_act_dur_to,Anc_ON_HLliftOff,Anc_act_dur_air,Crash
September 26 2020,Rmar01_02,post,5,1,346.249155,62.58891314,0.04,-0.148,3.012973072,8.022496676,5.035906395,0.32,0.015882234,0.677433689,0.092646014,0.2,-0.2282,0.2668,0
September 26 2020,Rmar01_02,post,6,1,114.9212465,92.82679874,0.16,-0.036,1.861422065,6.102542142,3.481831999,0.368,0.099143446,1.090045482,0.150312489,0.3042,-0.2243,0.2599,0
September 26 2020,Rmar01_02,post,7,1,135.2717317,97.36730084,0.128,-0.036,1.621211067,6.259419765,0.258238582,0.344,0.129038983,0.882771046,0.128524233,0.2708,NaN,NaN,0
September 26 2020,Rmar01_02,post,8,1,58.59335158,102.1498845,0.132,-0.052,2.017554382,4.632673938,0.596666866,0.36,0.097547299,0.940080922,0.163900662,0.2851,-0.3273,0.3393,0
September 26 2020,Rmar01_02,post,9,1,54.85070996,109.5384582,0.108,-0.1,1.780495067,5.820166276,2.255049497,0.368,0.114968103,0.988204328,0.16309441,0.3828,-0.205,0.217,0
September 26 2020,Rmar01_02,post,10,1,123.7156524,85.7644729,0.104,-0.016,0.11261796,1.811775683,-0.791911265,0.276,0.102062427,0.655835967,0.096976601,0.3282,NaN,NaN,0
September 26 2020,Rmar01_02,post,11,1,180.1824499,89.12057494,0.06,-0.06,1.855937055,4.810547378,0.663523975,0.276,0.08264702,0.937758513,0.13314756,0.2603,NaN,NaN,0
September 26 2020,Rmar01_02,post,12,1,127.5739145,84.12057019,0.132,-0.008,1.772641318,8.311580509,6.147931928,0.208,0.133636009,0.853297943,0.118611131,0.238,NaN,NaN,0
September 26 2020,Rmar01_02,post,13,1,23.09641707,71.73435905,0.136,-0.092,2.182921208,6.107256403,1.995846959,0.444,NaN,0.917713192,NaN,0.2592,-0.3738,0.4096,0
September 26 2020,Rmar01_02,post,14,1,141.4258644,82.74299489,0.14,-0.028,3.540994974,8.706944883,4.789739111,0.312,0.068977629,0.924926058,0.172153596,0.2095,-0.2594,0.3394,0
September 26 2020,Rmar01_03,post,1,1,39.73356352,64.19618739,0.204,-0.012,4.08070662,9.045211374,6.083923174,0.352,0.117336116,0.563421893,0.084215079,0.1684,-0.219,0.242,0
September 26 2020,Rmar01_03,post,2,1,60.91207458,99.17716589,0.16,-0.008,2.800579245,7.082407863,3.278794939,0.344,0.105837437,1.005390623,0.218505394,0.2153,-0.1656,0.2646,0
September 26 2020,Rmar01_03,post,3,1,334.6692123,83.18190094,0.152,-0.016,2.967555524,8.18874387,5.853142057,0.34,0.070407385,1.109838876,0.220197946,0.2092,-0.2211,0.3211,0
September 26 2020,Rmar01_03,post,4,1,324.248693,86.29201021,0.156,-0.012,2.87105677,8.202264928,4.968965364,0.324,0.085371996,0.894880119,0.124587207,0.1951,-0.2554,0.2788,0
September 26 2020,Rmar01_03,post,5,1,35.65300211,87.84102307,0.136,-0.008,1.664096914,5.51360327,1.546095869,0.316,0.09374647,0.705983336,0.129081304,0.2395,-0.2191,0.2385,0
September 26 2020,Rmar01_03,post,6,1,189.2509451,93.4899367,0.124,-0.008,1.714195362,5.667011783,1.51945321,0.332,0.114916678,0.779351297,0.129331308,0.2308,NaN,NaN,0
September 26 2020,Rmar01_03,post,7,1,150.3415552,106.2306196,0.14,-0.012,2.166496165,7.082018581,1.831386524,0.336,0.121248607,0.849888567,0.157632896,0.2179,-0.2811,0.299,0
September 26 2020,Rmar01_03,post,8,1,68.46286919,65.14125503,0.116,-0.052,3.223213805,6.848947736,2.098359375,0.328,0.044695836,0.846939963,0.109421467,0.2135,-0.2236,0.2476,0
September 26 2020,Rmar01_03,post,9,1,187.2837636,75.33798125,0.092,-0.096,3.190992537,6.590285951,4.667193378,0.308,0.085499986,0.865363817,0.121793174,0.1999,-0.2501,0.2781,0
September 26 2020,Rmar01_03,post,10,1,195.2742281,81.51256994,0.092,-0.076,2.662778524,6.391376025,4.373459237,0.312,0.087635729,0.879390822,0.137182852,0.2436,-0.4077,0.4317,0
September 26 2020,Rmar01_03,post,11,1,410.0479404,87.62578489,-0.024,-0.18,1.56780666,6.950058435,4.002367456,0.208,0.144927608,0.880082752,0.218005199,0.202,-0.0083,0.0991,0
September 26 2020,Rmar01_03,post,12,1,185.539104,81.15117675,0.084,-0.084,2.829951484,8.897818175,4.644806972,0.348,0.08406258,0.799621422,0.124113217,0.2255,-0.0352,0.0506,0
September 26 2020,Rmar01_03,post,13,1,161.3338726,96.86883034,0.112,-0.044,2.287519707,7.109414645,3.204601973,0.36,0.124820511,0.957931192,0.169333482,0.2301,-0.1687,0.2003,0
September 26 2020,Rmar02_02,post,1,2,174.9902011,75.12758035,0.048,-0.128,4.253788876,8.708285072,7.247257366,0.3,0.10463868,0.895638651,0.116010339,0.1376,-0.1466,0.2106,0
September 26 2020,Rmar02_02,post,2,2,118.1128276,94.60585204,0.168,-0.012,2.125042506,9.173139669,8.453307532,0.348,0.10902148,0.729350422,0.088473398,0.1817,-0.2809,0.3089,0
September 26 2020,Rmar02_03,post,1,2,87.31107249,83.1871052,0.14,-0.016,2.045763281,10.59636738,10.3283563,0.22,0.094846195,0.820919067,0.133222677,0.2199,-0.2291,0.2891,0
September 26 2020,Rmar02_03,post,2,2,262.7978975,74.04473737,0.06,-0.112,1.597464273,9.123017592,9.123017592,0.196,0.053170361,0.421095069,0.058883807,0.1336,-0.1608,0.2203,0
September 26 2020,Rmar02_03,post,3,2,492.4932314,95.18412501,0.084,-0.056,2.702311739,7.512331133,2.823074637,0.32,0.071467589,1.005977725,0.130587377,0.1955,-0.202,0.218,0
September 26 2020,Rmar02_03,post,4,2,155.948104,80.52086186,0.144,-0.056,3.054574368,10.3524248,7.20411056,0.368,0.105397767,0.678458742,0.136541818,0.1856,-0.2144,0.2784,0
September 26 2020,Rmar02_03,post,5,2,208.3158512,76.17216518,0.076,-0.16,3.097396016,10.53612235,10.53612235,0.332,0.11172092,0.521221996,0.071206558,0.1374,-0.156,0.216,0
September 26 2020,Rmar02_03,post,6,2,46.76308458,72.1955736,0.148,-0.008,3.443149887,9.425335615,9.114621227,0.2,0.110246886,0.762881774,0.147878746,0.21,-0.1761,0.2637,0
September 26 2020,Rmar02_03,post,7,2,156.9612778,78.63865186,0.072,-0.136,2.097635414,9.60294176,9.60294176,0.332,0.117893415,0.370348237,0.056487309,0.1512,-0.1802,0.2322,0
September 26 2020,Rmar02_03,post,8,2,315.3682764,84.31709332,0.072,-0.136,2.242020041,10.28040985,9.809126843,0.396,0.12584151,0.795709872,0.083742436,0.2074,-0.2535,0.2935,0
September 26 2020,Rmar02_03,post,9,2,111.454751,102.5892969,0.112,-0.008,3.051176918,9.867246178,5.318714647,0.2,0.100255305,0.832073965,0.168333875,0.2236,-0.189,0.2443,0
September 26 2020,Rmar02_03,post,10,2,149.7334049,91.16588993,0.068,-0.052,2.161501471,5.540297396,0.031180265,0.224,0.08581155,0.715466167,0.105425879,0.2309,-0.2461,0.2487,0
September 26 2020,Rmar02_03,post,11,2,145.8214216,118.2441104,0.14,-0.016,2.194004856,8.403646172,3.710317991,0.384,0.093048786,1.192805468,0.226322426,0.2054,-0.3111,0.3671,0
September 26 2020,Rmar04_02,post,1,4,326.8781456,85.51764578,-0.008,-0.116,2.057651861,4.731336928,0.997215092,0.284,0.125429883,0.607095736,0.117912594,NaN,-0.3591,0.3773,0
September 26 2020,Rmar04_02,post,2,4,170.8170056,90.36409418,-0.024,-0.128,1.776932204,6.026683524,3.015426768,0.296,0.077998183,0.707885444,0.024092943,NaN,NaN,NaN,1
September 26 2020,Rmar04_02,post,3,4,113.59187,94.67764672,0.068,-0.032,1.448702232,9.490549712,9.490549712,0.332,0.006694324,0.764125286,0.023018603,NaN,NaN,NaN,1
September 26 2020,Rmar04_02,post,4,4,112.8561526,74.77345338,0.096,-0.012,2.224274164,6.731026209,3.806971453,0.264,0.080587957,0.618040151,0.044393876,NaN,NaN,NaN,1
September 26 2020,Rmar04_02,post,5,4,132.0705129,77.28867365,-0.236,-0.368,1.694620358,4.990213794,3.111858154,0.276,0.000613209,0.732922331,0.056345836,NaN,NaN,NaN,1
September 26 2020,Rmar04_03,post,1,4,16.80503065,69.1411582,0.1,-0.008,3.129622951,5.624201315,3.191098892,0.264,0.030497971,0.725339745,0.1017668,0.1886,-0.2895,0.3295,0
September 26 2020,Rmar06_02,post,1,6,188.3977384,69.73626252,0.052,-0.144,3.042743417,8.671721865,4.472899752,0.312,0.10302583,0.535316507,0.068132008,0.1285,-0.2078,0.2345,0
September 26 2020,Rmar06_02,post,2,6,541.7365388,99.56029114,-0.028,-0.172,2.108593946,7.451317752,1.840055189,0.372,0.066318402,0.934206008,0.143236673,0.236,-0.3182,0.3278,0
September 26 2020,Rmar06_02,post,3,6,211.0723424,68.04941144,0.044,-0.096,3.876196081,9.292347776,7.198114087,0.184,0.105860667,0.534115597,0.037625067,0.1516,-0.1738,0.2159,0
September 26 2020,Rmar06_02,post,4,6,211.3338072,72.1972003,0.024,-0.14,4.184762165,8.324326236,2.88849948,0.272,2.91E-05,0.684504753,0.08365908,0.1374,-0.1981,0.2341,0
September 26 2020,Rmar06_03,post,1,6,561.0079255,51.63510341,0.156,-0.036,NaN,NaN,NaN,NaN,0.046964741,0.494304349,0.045483176,NaN,-0.1967,0.2076,0
September 26 2020,Rmar06_03,post,2,6,258.5910776,69.26367182,0.08,-0.032,NaN,NaN,NaN,NaN,0.0059019,0.918607765,0.100028823,NaN,NaN,NaN,0
September 26 2020,Rmar06_03,post,3,6,268.7328882,74.69842545,0.04,-0.132,NaN,NaN,NaN,NaN,0.082511571,0.494706648,0.080811996,NaN,NaN,NaN,0
September 26 2020,Rmar07_02,post,1,7,234.3516999,50.21782211,0.1,-0.056,2.967251557,5.561149771,4.823096749,0.112,0.059977663,0.518357253,0.058957433,NaN,NaN,NaN,0
September 26 2020,Rmar07_02,post,2,7,240.7558691,63.00090597,0.02,-0.064,0.84863111,4.996665847,4.763384108,0.264,0.028603913,0.988506873,0.107431916,NaN,NaN,NaN,0
September 26 2020,Rmar07_02,post,3,7,124.6500205,51.05350255,0.104,-0.008,2.947203205,7.460414089,4.059407552,0.104,0.036887429,0.778088812,0.076273751,NaN,NaN,NaN,0
September 26 2020,Rmar07_02,post,4,7,97.19975632,58.37593547,0.096,-0.024,1.706452779,6.150212391,3.527933978,0.18,0.009536997,0.694771084,0.083705715,NaN,NaN,NaN,0
September 26 2020,Rmar07_02,post,5,7,195.9982152,57.61986678,-0.016,-0.096,0.968478578,1.921396495,0.768724668,0.148,0.094434261,0.474259646,0.072740996,NaN,NaN,NaN,0
September 26 2020,Rmar07_03,post,1,7,115.2899053,48.49433033,0.104,-0.024,0.500582024,1.416000125,-2.251342013,0.248,0.111494774,0.622106399,0.036153436,NaN,NaN,NaN,0
September 26 2020,Rmar07_03,post,2,7,308.2869081,50.04673975,0.128,-0.008,1.690631408,4.907669303,4.907669303,0.136,0.079402397,0.364870571,0.052007809,NaN,NaN,NaN,0
September 26 2020,Rmar07_03,post,3,7,154.5768134,47.46318354,0.032,-0.052,1.166330516,3.880689183,1.245896508,0.18,0.057929898,0.819308187,0.074688501,NaN,NaN,NaN,0
September 26 2020,Rmar09_02,post,1,9,190.5850476,50.33667605,0.064,-0.072,1.572585795,6.327856999,2.57334583,0.32,0.042712929,1.072287264,0.122323473,0.209,NaN,NaN,0
September 26 2020,Rmar09_02,post,2,9,269.1740073,36.55069181,-0.008,-0.204,2.285541666,6.938409487,1.452625757,0.348,0.048745109,0.757271283,0.065142724,0.1734,NaN,NaN,0
September 26 2020,Rmar09_02,post,3,9,156.036745,57.01806861,0.088,-0.036,3.184897963,6.180552715,0.821002269,0.164,0.072275988,0.907912554,0.140543076,0.1634,-0.0986,0.1306,0
September 26 2020,Rmar09_02,post,4,9,494.7870597,52.74884687,0.108,-0.048,5.075123797,8.633893956,3.49062903,0.26,0.005027239,0.962385,0.133882334,0.1285,-0.144,0.2,0
September 26 2020,Rmar09_02,post,5,9,374.5414526,68.5176697,0.116,-0.04,3.719239241,7.402041718,3.613065492,0.316,0.114883568,0.987128186,0.181212201,0.1691,-0.2873,0.3393,0
September 26 2020,Rmar09_02,post,6,9,254.4837296,50.09518551,0.016,-0.204,3.195192018,7.065363305,1.982441401,0.388,0.064878801,0.87802405,0.103269139,0.2012,-0.2451,0.2731,0
September 26 2020,Rmar09_02,post,7,9,442.4212549,58.04681719,0.064,-0.072,2.843445591,6.828553179,2.622914131,0.204,0.097376099,0.861805611,0.132267973,0.1908,NaN,NaN,0
September 26 2020,Rmar09_02,post,8,9,482.4871625,55.00610343,0.088,-0.056,4.206200446,8.062498935,2.897640503,0.148,0.061883094,1.057552743,0.141459436,0.1546,-0.1374,0.1694,0
September 26 2020,Rmar09_02,post,9,9,285.8945256,44.23782323,0.048,-0.136,3.178152361,6.998600674,-0.043130414,0.336,0.081409621,0.68179841,0.086562602,0.1462,NaN,NaN,0
September 26 2020,Rmar09_03,post,1,9,266.4634283,50.42373184,0.04,-0.14,1.75153025,7.551422252,5.538583552,0.24,0.101764615,0.817178976,0.170527533,NaN,-0.1559,0.2279,0
September 26 2020,Rmar09_03,post,2,9,121.6580927,66.02272126,0.1,-0.04,0.267252409,5.97716791,4.417210501,0.392,0.038163558,1.077129579,0.187852879,NaN,-0.316,0.3286,0
September 26 2020,Rmar09_03,post,3,9,386.5783298,51.18523896,0.076,-0.068,2.265973977,5.454348194,1.53720818,0.316,0.057510282,0.796824767,0.12591184,NaN,-0.1952,0.2085,0
September 26 2020,Rmar09_03,post,4,9,447.0822792,35.67071579,0.048,-0.12,3.738684981,8.207496991,3.508474237,0.304,0.080887662,0.62101712,0.073676715,NaN,-0.2103,0.2423,0
September 26 2020,Rmar09_03,post,5,9,246.3085809,58.05291521,0.02,-0.024,2.360405924,5.060723015,1.612806635,0.232,0.046566969,0.779946378,0.086595157,NaN,NaN,NaN,1
September 26 2020,Rmar09_03,post,6,9,222.4773721,30.69924144,-0.004,-0.084,1.749311183,5.399927154,2.627541377,0.192,NaN,1.051577689,NaN,NaN,-0.204,0.2182,0
September 26 2020,Rmar15_02,post,1,15,150.7714194,63.08854173,-0.08,-0.144,-0.035123828,0.487520421,-0.733674685,0.2,0.041147392,0.514946155,0.046325198,NaN,NaN,NaN,0
September 26 2020,Rmar15_02,post,2,15,122.3211027,76.5202828,0.076,-0.032,0.739226889,3.311046954,2.672815834,0.392,0.007928305,0.658236753,0.071978298,NaN,NaN,NaN,0
September 26 2020,Rmar15_02,post,3,15,275.0296654,56.86533185,0.02,-0.14,2.373557227,4.501684381,1.019297398,0.312,0.070577981,0.444548249,NaN,NaN,NaN,NaN,0
September 26 2020,Rmar15_02,post,4,15,85.89313831,70.00561693,0.124,-0.008,0.976219831,6.696710584,2.585843903,0.224,0.020806217,1.108398023,0.188611409,NaN,NaN,NaN,0
September 26 2020,Rmar15_02,post,5,15,246.6410757,53.46342178,-0.08,-0.156,0.679249889,2.294661084,-1.97430239,0.192,0.111081089,0.334395543,0.053257311,NaN,NaN,NaN,0
September 26 2020,Rmar15_02,post,6,15,125.3134422,85.78329914,0.104,-0.048,2.631793339,6.806593549,2.84651659,0.172,0.086890478,0.889976177,0.175546332,NaN,NaN,NaN,0
September 26 2020,Rmar15_02,post,7,15,137.4711243,72.48242827,0.044,-0.032,0.682437593,1.949681137,-0.263968185,0.248,0.053972986,0.439275071,0.102608535,NaN,NaN,NaN,0
September 26 2020,Rmar15_02,post,8,15,259.9362592,61.15506959,-0.036,-0.172,1.421460171,5.592772915,2.397511267,0.348,-0.000390395,0.951330261,0.104467907,NaN,NaN,NaN,0
September 26 2020,Rmar15_02,post,9,15,241.4893865,57.44601136,-0.088,-0.172,1.276144676,4.61096361,-1.202702052,0.272,0.110078883,0.493562688,0.100775877,NaN,NaN,NaN,0
September 26 2020,Rmar15_03,post,1,15,261.0073528,53.64472384,0.124,-0.036,2.461917001,10.30868696,10.30868696,0.14,0.094045215,0.37392993,0.0381575,NaN,-0.0919,0.1474,0
September 26 2020,Rmar15_03,post,2,15,93.58864406,50.81122843,0.072,-0.012,2.037206981,4.498114907,0.838545763,0.22,0.106286488,0.535165041,0.072344858,NaN,NaN,NaN,0
September 26 2020,Rmar15_03,post,3,15,161.0486805,41.19052944,0.06,-0.072,2.754458896,7.297177065,7.297177065,0.272,0.094241168,0.303390567,0.04787826,NaN,-0.1736,0.2336,0
September 26 2020,Rmar15_03,post,4,15,164.3270098,43.91538166,0.044,-0.104,2.263169315,6.827653603,3.552273423,0.22,0.105081451,0.504803496,0.067981382,NaN,-0.1635,0.1994,0
September 26 2020,Rmar15_03,post,5,15,183.1537931,83.31460289,0.072,-0.02,0.507704787,3.076467829,-2.034390109,0.372,0.040692256,0.557708266,0.083739132,NaN,NaN,NaN,0
September 26 2020,Rmar15_03,post,6,15,125.6632512,73.52935387,0.056,-0.032,0.69774211,3.954048515,-0.716249201,0.3,0.05522703,0.713517893,0.116740883,NaN,NaN,NaN,0
September 26 2020,Rmar15_03,post,7,15,134.9203457,60.63662859,0.104,-0.008,2.051560208,6.831812418,0.407266266,0.184,0.011989244,0.842755671,0.112115617,NaN,-0.0535,0.0575,0
September 26 2020,Rmar15_03,post,8,15,131.0472519,60.42431653,0.068,-0.028,2.179957649,5.221055828,3.183987812,0.2,0.06355329,0.7873977,0.061700038,NaN,NaN,NaN,0
September 26 2020,Rmar15_03,post,9,15,167.8597339,71.19057417,0.092,-0.072,2.207714248,6.83461084,1.734708021,0.204,0.099243493,0.953387268,0.15420404,NaN,-0.1885,0.1899,0
September 26 2020,Rmar15_03,post,10,15,236.8365179,55.81590929,0.02,-0.1,1.523079881,6.646388016,4.060407277,0.2,0.029629808,0.661139725,0.054852735,NaN,-0.1562,0.1602,0
September 26 2020,Rmar15_03,post,11,15,75.68138584,65.00521376,0.064,-0.044,1.727988771,4.671479727,0.5037211,0.232,0.038604969,0.940613413,0.093527182,NaN,-0.3319,0.3437,0
September 27 2020,Rmar01_04,post,1,1,178.7270294,58.82965117,0.036,-0.012,-0.940614545,1.021220313,-1.738116615,0.104,0.075395551,0.756264714,0.074197245,NaN,NaN,NaN,0
September 27 2020,Rmar01_04,post,2,1,195.883607,75.03414493,0.1,-0.028,2.86680923,6.583123068,3.624486029,0.248,0.083241189,0.875511641,0.14163105,NaN,-0.1109,0.1309,0
September 27 2020,Rmar01_04,post,3,1,56.42665896,72.91032043,0.112,-0.02,2.637030188,6.969540067,1.316863543,0.292,0.080866989,0.869073809,0.162521802,NaN,-0.1971,0.2393,0
September 27 2020,Rmar01_04,post,4,1,70.0276258,68.31447988,0.092,-0.04,2.974201084,8.318040612,4.564125459,0.224,0.070247254,0.789100847,0.127832379,NaN,-0.2174,0.2294,0
September 27 2020,Rmar01_04,post,5,1,285.4027384,99.37368235,0.156,-0.016,3.138613341,7.575897101,2.836116402,0.332,0.110825873,0.905395282,0.16087491,NaN,-0.1841,0.2361,0
September 27 2020,Rmar01_04,post,6,1,114.5488644,90.79250001,0.116,-0.032,2.126445161,5.703561716,1.848248789,0.312,0.074860922,0.919685311,0.164260116,NaN,-0.453,0.493,0
September 27 2020,Rmar01_04,post,7,1,207.0336881,84.01365347,0.108,-0.06,2.245920678,6.41027436,3.515877548,0.324,0.074565694,1.039040785,0.150119632,NaN,-0.2501,0.2781,0
September 27 2020,Rmar01_04,post,8,1,572.5851692,108.1529451,-0.028,-0.184,1.645911773,5.672349315,1.641240565,0.344,0.088753252,0.955020609,0.213468602,NaN,-0.3122,0.3722,0
September 27 2020,Rmar01_04,post,9,1,251.5810303,59.91616101,0.012,-0.136,2.444596927,5.982366255,5.228801109,0.196,0.06549023,0.829817001,0.093160965,NaN,-0.2155,0.2337,0
September 27 2020,Rmar01_04,post,10,1,85.41744716,83.7127758,0.156,-0.028,3.507982304,8.146439582,4.548420303,0.328,0.045903151,1.139233959,0.222629203,NaN,-0.2411,0.3246,0
September 27 2020,Rmar01_04,post,11,1,36.00643892,66.60870541,0.168,-0.012,1.675775502,6.371718356,5.284512617,0.368,0.111962416,1.063117236,0.129389869,NaN,-0.1979,0.2077,0
September 27 2020,Rmar01_04,post,12,1,219.3696619,76.69180254,0.132,-0.016,2.530814785,5.788505357,2.396332283,0.328,0.098016849,0.761476705,0.125163785,NaN,-0.1755,0.1835,0
September 27 2020,Rmar01_04,post,13,1,118.8838181,82.87406285,0.076,-0.048,1.702995202,5.134739523,1.475252205,0.28,0.076186079,0.857270424,0.126729841,NaN,-0.0555,0.0595,0
September 27 2020,Rmar01_04,post,14,1,149.6743591,81.54384058,0.064,-0.072,1.249974167,5.541798459,0.809063331,0.312,0.165349239,0.772667044,0.125360909,NaN,NaN,NaN,0
September 27 2020,Rmar01_04,post,15,1,134.7017471,90.63959857,0.1,-0.036,1.962478791,6.181355557,1.453598647,0.296,0.135705461,0.884538084,0.192859494,NaN,-0.1976,0.2376,0
September 27 2020,Rmar01_04,post,16,1,214.1860421,63.14204982,0.068,-0.036,0.971936805,3.956008775,0.45798116,0.336,0.091756105,0.650202987,0.086791528,NaN,NaN,NaN,0
September 27 2020,Rmar01_04,post,17,1,195.861695,65.1529002,0.004,-0.1,2.796329864,4.709945274,1.16776883,0.2,0.092388894,0.610979405,0.060808801,NaN,-0.2333,0.237,0
September 27 2020,Rmar01_04,post,18,1,210.364812,72.19616322,0.124,-0.044,3.197300729,7.127630607,5.256886703,0.32,0.088233337,0.801170225,0.11093169,NaN,-0.2433,0.2953,0
September 27 2020,Rmar01_04,post,19,1,164.6710412,86.19620047,0.112,-0.012,1.824894183,5.407100187,0.539253664,0.336,0.051371039,0.774577068,0.130389403,NaN,-0.3235,0.3282,0
September 27 2020,Rmar01_04,post,20,1,229.8853124,80.59286097,0.092,-0.036,2.348577579,5.548808811,3.338973904,0.296,0.027032161,0.849892012,0.130015115,NaN,-0.2164,0.2315,0
September 27 2020,Rmar01_05,post,1,1,130.8838314,71.91058672,0.004,-0.028,0.096344308,0.866962535,-1.378129458,0.232,0.053567457,0.471315654,0.06836604,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,2,1,408.331774,71.40843374,0,-0.112,3.172013617,8.41887331,3.489851286,0.2,2.70E-05,1.109859248,0.158179659,NaN,-0.3196,0.3584,0
September 27 2020,Rmar01_05,post,3,1,123.2368503,80.98102004,0.14,-0.052,2.91429868,8.318512034,5.629303611,0.336,0.070236116,1.196192599,0.205808823,NaN,-0.1949,0.2829,0
September 27 2020,Rmar01_05,post,4,1,235.3394085,85.54372144,0.136,-0.024,2.443120436,6.892437045,3.83123801,0.288,0.140779765,0.96404062,0.199208141,NaN,-0.2186,0.2826,0
September 27 2020,Rmar01_05,post,5,1,161.5435535,78.42711217,0.148,-0.02,3.49091545,8.79382958,2.982851254,0.324,0.082687533,1.116527214,0.210284948,NaN,-0.2141,0.2861,0
September 27 2020,Rmar01_05,post,6,1,698.7521741,102.8646183,0.016,-0.144,3.570018959,9.020197128,2.257945441,0.332,0.119842848,0.966776909,0.218419129,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,7,1,245.0836654,90.84822978,0.14,-0.04,3.194996594,7.973704659,3.02326296,0.324,0.099943614,0.945342406,0.186342589,NaN,-0.1822,0.2462,0
September 27 2020,Rmar01_05,post,8,1,567.1652028,94.84052224,-0.036,-0.16,1.686754427,4.750554418,0.097488092,0.284,0.13975676,0.789992508,0.17750107,NaN,-0.2334,0.2614,0
September 27 2020,Rmar01_05,post,9,1,244.1326517,64.51698984,0.024,-0.104,2.857829217,5.27328469,3.950026111,0.248,0.072768392,0.727513442,0.08936499,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,10,1,99.19382508,92.86894047,0.112,-0.036,3.125529581,7.446882552,5.710401831,0.316,0.122477007,0.813020016,0.142095207,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,11,1,359.0072477,97.09138438,0.144,-0.04,3.349488481,7.519118232,5.29421248,0.328,0.066530947,0.895839793,0.169218454,NaN,-0.1546,0.2306,0
September 27 2020,Rmar01_05,post,12,1,150.7596949,108.3950537,0.132,-0.012,2.629236933,6.412049991,2.220755668,0.292,0.106305231,0.894371873,0.17584795,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,13,1,168.9500491,90.3070164,0.1,-0.06,3.102931127,7.443283781,4.044284984,0.324,0.103980303,1.033309319,0.175696016,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,14,1,233.7114709,100.6112527,0.14,-0.012,2.901561477,7.297863481,1.000465998,0.328,0.150728111,0.734388543,0.168971283,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,15,1,515.4892897,83.24238606,0.08,-0.06,2.414458872,6.184810436,2.657930527,0.32,0.122592442,0.977098169,0.142410088,NaN,-0.1969,0.2078,0
September 27 2020,Rmar01_05,post,16,1,496.8715424,95.48759993,0,-0.176,2.812494321,7.773644837,4.862529675,0.384,0.112453008,0.894741412,0.198889408,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,17,1,137.5850999,90.03182551,0.12,-0.06,3.016069666,7.193745677,4.906086751,0.352,0.092220611,0.878038361,0.128123803,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,18,1,218.20055,94.50921958,0.136,-0.012,2.376166129,6.937148054,2.448641507,0.336,0.161727455,0.872976382,0.178751816,NaN,NaN,NaN,0
September 27 2020,Rmar01_05,post,19,1,211.1199074,80.90047782,0.108,-0.044,3.204216062,7.907532651,2.297092854,0.32,0.111648963,1.019915282,0.150455104,NaN,-0.3584,0.3929,0
September 27 2020,Rmar01_05,post,20,1,333.6411791,70.79476063,-0.024,-0.172,2.766238541,6.648318831,1.461272692,0.352,0.161444581,0.743663504,0.110184733,NaN,NaN,NaN,0
September 27 2020,Rmar02_04,post,1,2,162.8349769,53.11279214,0.1,-0.072,3.445634824,11.83460922,11.22688486,0.184,0.085016721,0.704804366,0.088777547,NaN,NaN,NaN,0
September 27 2020,Rmar02_04,post,2,2,247.167622,87.56662596,0.052,-0.116,3.387704239,10.92638837,10.19431773,0.184,0.130192691,0.612287386,0.059915992,NaN,-0.1786,0.2226,0
September 27 2020,Rmar02_04,post,3,2,102.0522082,76.04869604,0.128,-0.048,3.027561679,9.255820308,8.32526419,0.344,0.118860956,0.642149702,0.089230912,NaN,-0.2963,0.3403,0
September 27 2020,Rmar02_04,post,4,2,144.7315214,81.41131193,0.132,-0.064,2.798696066,8.355736265,7.379247962,0.34,0.116799079,0.749565855,0.104362814,NaN,-0.2121,0.2481,0
September 27 2020,Rmar02_04,post,5,2,98.28966325,84.10207003,0.14,-0.008,2.230295827,6.185830597,2.72430043,0.336,0.113965319,0.931678603,0.163411824,NaN,-0.205,0.273,0
September 27 2020,Rmar02_04,post,6,2,229.5950575,75.69755859,0.12,-0.04,2.800863183,8.494780735,7.488559542,0.22,0.060473706,0.767552768,0.116379634,NaN,-0.0403,0.0881,0
September 27 2020,Rmar02_04,post,7,2,207.2234372,90.33383325,0.176,-0.016,3.11540305,9.563331508,9.563331508,0.336,0.094086491,0.710439903,0.102836696,NaN,-0.197,0.252,0
September 27 2020,Rmar02_04,post,8,2,118.9822198,92.3806346,0.16,-0.016,2.651120319,8.424502834,4.672209337,0.392,0.103105642,0.891958811,0.124929794,NaN,-0.2451,0.2731,0
September 27 2020,Rmar02_04,post,9,2,70.95453056,99.27995205,0.112,-0.036,2.311269355,7.464467469,5.178931365,0.252,0.149054846,0.807761876,0.130423108,NaN,-0.2567,0.2807,0
